fecha,compra,venta
2000-11-13,307.78,310.42
2000-11-14,307.66,310.28
2000-11-15,308.45,309.71
2000-11-16,307.65,310.44
2000-11-17,308.33,309.82
2000-11-18,308.35,310.45
2000-11-19,307.75,310.23
2000-11-20,307.6,310.03
2000-11-21,307.63,309.71
2000-11-22,308.19,309.53
2000-11-23,308.08,310.25
2000-11-24,307.55,309.73
2000-11-25,307.65,309.57
2000-11-26,308.0,309.61
2000-11-27,307.55,309.88
2000-11-28,307.77,309.56
2000-11-29,308.09,310.08
2000-11-30,308.2,309.7
2000-12-01,308.15,310.03
2000-12-02,307.73,309.51
2000-12-03,307.54,310.4
2000-12-04,308.18,309.96
2000-12-05,308.44,310.21
2000-12-06,308.31,310.16
2000-12-07,308.07,309.72
2000-12-08,308.32,310.0
2000-12-09,308.3,309.56
2000-12-10,307.56,309.64
2000-12-11,308.09,309.8
2000-12-12,307.97,310.18
2000-12-13,308.14,309.69
2000-12-14,307.5,310.27
2000-12-15,308.41,310.07
2000-12-16,308.04,309.86
2000-12-17,308.35,310.37
2000-12-18,307.5,310.2
2000-12-19,308.19,309.88
2000-12-20,307.94,309.83
2000-12-21,307.67,310.1
2000-12-22,307.88,310.1
2000-12-23,308.48,309.87
2000-12-24,307.77,310.49
2000-12-25,307.66,310.2
2000-12-26,308.43,309.77
2000-12-27,307.55,310.36
2000-12-28,307.8,310.43
2000-12-29,308.21,309.7
2000-12-30,307.65,309.87
2000-12-31,308.24,309.67
2001-01-01,325.5,327.66
2001-01-02,326.39,328.05
2001-01-03,325.97,328.39
2001-01-04,325.6,327.62
2001-01-05,326.22,327.76
2001-01-06,326.14,327.63
2001-01-07,326.17,327.85
2001-01-08,325.5,328.39
2001-01-09,325.5,328.18
2001-01-10,326.41,328.42
2001-01-11,326.04,328.4
2001-01-12,325.58,328.19
2001-01-13,326.04,327.73
2001-01-14,326.2,327.52
2001-01-15,326.07,328.21
2001-01-16,326.3,328.06
2001-01-17,325.55,328.17
2001-01-18,326.1,327.97
2001-01-19,325.91,327.97
2001-01-20,326.13,328.35
2001-01-21,325.68,328.47
2001-01-22,326.37,328.27
2001-01-23,326.14,328.4
2001-01-24,325.87,327.84
2001-01-25,325.91,328.42
2001-01-26,325.8,327.65
2001-01-27,325.62,327.72
2001-01-28,325.86,328.35
2001-01-29,326.3,328.15
2001-01-30,325.9,328.26
2001-01-31,326.46,327.78
2001-02-01,325.58,328.12
2001-02-02,325.57,327.67
2001-02-03,326.08,327.94
2001-02-04,326.12,328.46
2001-02-05,326.38,328.1
2001-02-06,326.44,327.82
2001-02-07,325.87,328.04
2001-02-08,325.53,327.74
2001-02-09,326.16,328.31
2001-02-10,325.89,327.71
2001-02-11,326.15,328.23
2001-02-12,325.74,327.78
2001-02-13,325.77,327.99
2001-02-14,326.35,328.34
2001-02-15,325.9,328.46
2001-02-16,326.44,328.24
2001-02-17,325.91,328.26
2001-02-18,325.92,327.92
2001-02-19,326.07,327.61
2001-02-20,325.61,327.83
2001-02-21,326.2,327.54
2001-02-22,325.94,328.02
2001-02-23,325.62,328.24
2001-02-24,325.59,327.7
2001-02-25,326.26,328.47
2001-02-26,326.32,327.84
2001-02-27,326.15,328.03
2001-02-28,326.15,328.16
2001-03-01,325.57,328.22
2001-03-02,325.51,328.17
2001-03-03,326.08,328.19
2001-03-04,325.82,327.61
2001-03-05,326.48,328.29
2001-03-06,325.53,327.73
2001-03-07,325.55,328.01
2001-03-08,325.93,327.58
2001-03-09,325.89,327.99
2001-03-10,325.67,328.35
2001-03-11,325.58,327.56
2001-03-12,326.34,327.58
2001-03-13,326.24,327.88
2001-03-14,326.1,327.66
2001-03-15,326.39,327.86
2001-03-16,326.07,328.0
2001-03-17,325.84,327.63
2001-03-18,325.62,328.23
2001-03-19,325.61,328.24
2001-03-20,325.89,328.41
2001-03-21,326.07,327.52
2001-03-22,325.57,327.6
2001-03-23,325.62,327.74
2001-03-24,325.88,327.83
2001-03-25,325.74,328.23
2001-03-26,326.24,328.24
2001-03-27,326.15,328.23
2001-03-28,325.94,328.27
2001-03-29,326.09,328.12
2001-03-30,326.47,327.89
2001-03-31,326.12,327.79
2001-04-01,326.17,328.15
2001-04-02,326.33,328.39
2001-04-03,325.76,327.82
2001-04-04,325.59,327.97
2001-04-05,325.98,327.96
2001-04-06,326.05,328.12
2001-04-07,325.8,328.41
2001-04-08,325.67,327.66
2001-04-09,325.96,327.98
2001-04-10,325.81,327.96
2001-04-11,326.37,328.11
2001-04-12,325.68,327.84
2001-04-13,326.03,328.2
2001-04-14,325.8,328.32
2001-04-15,325.84,327.62
2001-04-16,325.58,327.7
2001-04-17,325.78,328.22
2001-04-18,325.71,327.6
2001-04-19,325.91,328.48
2001-04-20,326.47,328.08
2001-04-21,325.65,327.9
2001-04-22,325.67,328.49
2001-04-23,325.84,327.93
2001-04-24,325.74,328.42
2001-04-25,325.72,328.13
2001-04-26,325.82,327.83
2001-04-27,326.34,327.97
2001-04-28,325.8,328.44
2001-04-29,326.28,328.26
2001-04-30,326.44,327.8
2001-05-01,325.82,327.9
2001-05-02,325.58,328.28
2001-05-03,325.79,327.55
2001-05-04,326.16,327.73
2001-05-05,325.68,327.96
2001-05-06,326.29,327.59
2001-05-07,326.26,327.68
2001-05-08,326.11,328.3
2001-05-09,325.82,327.72
2001-05-10,325.58,327.9
2001-05-11,325.74,327.55
2001-05-12,326.03,327.59
2001-05-13,325.86,328.47
2001-05-14,325.89,327.83
2001-05-15,325.63,328.01
2001-05-16,325.76,327.89
2001-05-17,325.52,327.6
2001-05-18,325.88,327.86
2001-05-19,326.42,327.8
2001-05-20,325.98,327.7
2001-05-21,326.48,328.02
2001-05-22,325.71,327.61
2001-05-23,326.25,328.36
2001-05-24,325.58,327.7
2001-05-25,325.51,328.27
2001-05-26,325.61,328.4
2001-05-27,325.84,328.21
2001-05-28,325.78,328.11
2001-05-29,325.51,328.15
2001-05-30,325.7,328.08
2001-05-31,326.08,327.97
2001-06-01,326.28,328.32
2001-06-02,325.69,327.79
2001-06-03,326.04,328.15
2001-06-04,326.05,328.13
2001-06-05,325.52,328.05
2001-06-06,326.43,328.16
2001-06-07,325.91,327.54
2001-06-08,326.31,327.93
2001-06-09,325.67,328.2
2001-06-10,325.73,328.1
2001-06-11,326.26,327.78
2001-06-12,325.88,327.86
2001-06-13,325.8,327.92
2001-06-14,326.24,328.19
2001-06-15,326.48,327.79
2001-06-16,326.0,328.31
2001-06-17,325.97,327.79
2001-06-18,325.91,327.79
2001-06-19,325.94,328.2
2001-06-20,325.63,327.59
2001-06-21,325.62,327.96
2001-06-22,325.59,328.27
2001-06-23,325.94,328.36
2001-06-24,325.56,327.65
2001-06-25,325.9,327.96
2001-06-26,325.73,327.81
2001-06-27,325.84,328.19
2001-06-28,326.31,327.78
2001-06-29,325.5,328.42
2001-06-30,325.89,328.11
2001-07-01,325.69,327.76
2001-07-02,326.14,327.7
2001-07-03,325.51,328.04
2001-07-04,325.62,328.11
2001-07-05,326.22,328.02
2001-07-06,326.36,327.72
2001-07-07,325.72,327.95
2001-07-08,326.09,328.36
2001-07-09,325.67,327.78
2001-07-10,326.4,327.73
2001-07-11,326.15,327.71
2001-07-12,326.34,327.92
2001-07-13,326.38,327.68
2001-07-14,325.87,328.37
2001-07-15,325.74,327.96
2001-07-16,326.4,327.82
2001-07-17,325.52,327.96
2001-07-18,325.72,327.98
2001-07-19,325.63,327.53
2001-07-20,325.72,328.14
2001-07-21,325.87,327.65
2001-07-22,326.39,327.77
2001-07-23,325.97,328.48
2001-07-24,326.02,327.6
2001-07-25,326.42,328.25
2001-07-26,326.33,328.17
2001-07-27,326.22,327.96
2001-07-28,326.41,327.96
2001-07-29,325.83,327.53
2001-07-30,326.46,328.01
2001-07-31,326.1,328.3
2001-08-01,326.11,328.01
2001-08-02,326.29,327.75
2001-08-03,326.38,328.41
2001-08-04,326.16,328.39
2001-08-05,326.12,328.17
2001-08-06,325.56,327.56
2001-08-07,325.73,328.39
2001-08-08,326.41,328.37
2001-08-09,325.6,327.6
2001-08-10,326.13,328.44
2001-08-11,325.64,328.37
2001-08-12,325.98,327.87
2001-08-13,325.51,327.51
2001-08-14,325.88,327.76
2001-08-15,326.06,328.02
2001-08-16,325.61,327.78
2001-08-17,325.56,327.85
2001-08-18,326.49,328.48
2001-08-19,325.87,328.41
2001-08-20,326.11,327.58
2001-08-21,326.13,328.06
2001-08-22,326.22,328.34
2001-08-23,326.39,327.77
2001-08-24,325.92,328.15
2001-08-25,326.06,327.84
2001-08-26,326.49,328.11
2001-08-27,325.95,328.1
2001-08-28,325.77,328.44
2001-08-29,325.63,327.92
2001-08-30,325.66,328.43
2001-08-31,325.82,328.23
2001-09-01,325.95,328.22
2001-09-02,325.91,328.14
2001-09-03,325.86,328.25
2001-09-04,326.16,327.82
2001-09-05,326.21,328.49
2001-09-06,325.85,327.93
2001-09-07,326.29,328.36
2001-09-08,325.85,328.28
2001-09-09,326.18,328.46
2001-09-10,325.84,327.87
2001-09-11,326.11,328.45
2001-09-12,326.28,327.91
2001-09-13,326.06,328.49
2001-09-14,326.41,327.91
2001-09-15,325.94,327.88
2001-09-16,325.55,327.9
2001-09-17,325.73,328.35
2001-09-18,325.79,328.42
2001-09-19,325.54,328.03
2001-09-20,326.06,327.79
2001-09-21,326.25,327.9
2001-09-22,325.72,328.32
2001-09-23,325.53,327.56
2001-09-24,325.93,327.99
2001-09-25,325.72,327.73
2001-09-26,326.38,327.66
2001-09-27,326.43,327.79
2001-09-28,326.01,328.32
2001-09-29,326.39,328.15
2001-09-30,326.28,328.2
2001-10-01,326.15,328.27
2001-10-02,325.75,328.26
2001-10-03,326.32,328.15
2001-10-04,326.37,327.77
2001-10-05,325.57,328.29
2001-10-06,326.01,327.84
2001-10-07,325.99,327.59
2001-10-08,325.84,327.85
2001-10-09,326.28,327.82
2001-10-10,326.39,328.26
2001-10-11,326.07,327.76
2001-10-12,325.78,328.44
2001-10-13,325.62,327.8
2001-10-14,326.26,328.45
2001-10-15,325.59,328.06
2001-10-16,325.77,328.21
2001-10-17,326.0,327.63
2001-10-18,326.49,327.89
2001-10-19,326.4,327.59
2001-10-20,326.04,328.13
2001-10-21,326.05,328.49
2001-10-22,325.65,328.42
2001-10-23,325.58,328.33
2001-10-24,325.97,328.05
2001-10-25,325.52,328.48
2001-10-26,325.88,328.49
2001-10-27,326.4,328.13
2001-10-28,326.2,328.11
2001-10-29,325.67,327.97
2001-10-30,326.11,328.48
2001-10-31,326.29,328.1
2001-11-01,326.11,328.1
2001-11-02,325.53,328.38
2001-11-03,325.61,328.07
2001-11-04,325.75,327.98
2001-11-05,326.49,328.13
2001-11-06,326.19,327.51
2001-11-07,325.92,328.39
2001-11-08,325.74,327.62
2001-11-09,325.62,328.02
2001-11-10,326.04,327.52
2001-11-11,325.76,328.29
2001-11-12,326.41,327.69
2001-11-13,325.73,328.35
2001-11-14,326.02,328.18
2001-11-15,325.58,327.62
2001-11-16,325.79,327.54
2001-11-17,325.68,328.46
2001-11-18,325.84,327.6
2001-11-19,326.4,327.67
2001-11-20,326.02,328.15
2001-11-21,325.58,328.23
2001-11-22,326.41,327.79
2001-11-23,326.09,327.55
2001-11-24,325.97,328.3
2001-11-25,325.55,328.0
2001-11-26,326.42,328.27
2001-11-27,325.59,328.13
2001-11-28,326.42,328.3
2001-11-29,325.57,328.21
2001-11-30,326.39,328.35
2001-12-01,326.16,327.98
2001-12-02,325.63,328.27
2001-12-03,326.03,327.84
2001-12-04,325.67,327.66
2001-12-05,325.68,328.12
2001-12-06,326.05,328.36
2001-12-07,326.24,327.99
2001-12-08,325.69,328.15
2001-12-09,326.45,328.09
2001-12-10,326.12,328.25
2001-12-11,326.08,328.44
2001-12-12,325.67,328.18
2001-12-13,326.1,328.42
2001-12-14,326.26,327.74
2001-12-15,325.77,327.69
2001-12-16,325.63,327.97
2001-12-17,325.93,327.64
2001-12-18,325.72,328.18
2001-12-19,325.73,328.23
2001-12-20,325.64,328.18
2001-12-21,326.38,328.19
2001-12-22,325.79,328.09
2001-12-23,325.87,328.04
2001-12-24,326.0,327.62
2001-12-25,326.38,327.89
2001-12-26,326.14,327.67
2001-12-27,326.39,327.8
2001-12-28,326.48,328.06
2001-12-29,326.29,328.48
2001-12-30,325.78,328.0
2001-12-31,326.3,328.08
2002-01-01,343.78,345.86
2002-01-02,343.99,345.96
2002-01-03,343.56,345.85
2002-01-04,343.61,345.64
2002-01-05,343.62,346.1
2002-01-06,343.94,346.3
2002-01-07,343.93,346.27
2002-01-08,344.25,346.3
2002-01-09,344.22,345.6
2002-01-10,343.69,346.38
2002-01-11,343.92,345.68
2002-01-12,344.29,346.25
2002-01-13,343.9,346.31
2002-01-14,344.32,346.13
2002-01-15,344.01,345.61
2002-01-16,343.97,345.94
2002-01-17,343.52,346.41
2002-01-18,344.13,346.16
2002-01-19,344.4,345.91
2002-01-20,344.23,345.55
2002-01-21,344.03,346.32
2002-01-22,343.62,345.97
2002-01-23,344.07,345.89
2002-01-24,344.23,345.9
2002-01-25,343.8,346.23
2002-01-26,344.15,345.89
2002-01-27,343.91,345.97
2002-01-28,343.79,346.09
2002-01-29,343.5,346.38
2002-01-30,344.23,345.62
2002-01-31,343.59,346.44
2002-02-01,343.9,346.15
2002-02-02,344.08,346.35
2002-02-03,344.48,345.69
2002-02-04,344.17,346.32
2002-02-05,343.75,345.95
2002-02-06,344.19,345.65
2002-02-07,344.26,345.75
2002-02-08,344.18,345.82
2002-02-09,344.46,346.07
2002-02-10,343.63,346.37
2002-02-11,343.96,345.89
2002-02-12,343.75,345.85
2002-02-13,344.26,345.64
2002-02-14,344.06,345.77
2002-02-15,344.19,346.38
2002-02-16,343.56,346.19
2002-02-17,344.2,346.42
2002-02-18,343.56,346.29
2002-02-19,344.23,346.32
2002-02-20,343.83,346.27
2002-02-21,343.59,346.43
2002-02-22,343.71,345.95
2002-02-23,343.83,346.48
2002-02-24,343.96,345.86
2002-02-25,344.23,346.19
2002-02-26,343.8,345.6
2002-02-27,343.58,346.26
2002-02-28,344.33,346.23
2002-03-01,343.72,346.04
2002-03-02,343.66,345.76
2002-03-03,343.81,345.72
2002-03-04,343.56,345.77
2002-03-05,344.43,346.28
2002-03-06,344.13,346.14
2002-03-07,343.78,346.41
2002-03-08,343.62,346.11
2002-03-09,343.51,346.35
2002-03-10,343.99,346.26
2002-03-11,344.26,346.48
2002-03-12,343.62,346.26
2002-03-13,344.33,346.36
2002-03-14,344.24,346.13
2002-03-15,343.61,345.53
2002-03-16,343.57,345.89
2002-03-17,343.92,345.89
2002-03-18,343.56,346.17
2002-03-19,343.58,346.17
2002-03-20,344.08,345.76
2002-03-21,344.17,346.26
2002-03-22,343.65,345.9
2002-03-23,343.67,346.13
2002-03-24,343.89,346.26
2002-03-25,343.96,346.44
2002-03-26,344.32,345.69
2002-03-27,343.53,345.83
2002-03-28,344.19,346.24
2002-03-29,344.12,345.7
2002-03-30,343.72,345.78
2002-03-31,343.76,345.69
2002-04-01,344.38,345.54
2002-04-02,344.22,346.47
2002-04-03,343.86,345.96
2002-04-04,343.86,346.23
2002-04-05,344.4,345.61
2002-04-06,343.96,345.79
2002-04-07,344.03,346.12
2002-04-08,344.14,346.38
2002-04-09,344.4,346.49
2002-04-10,344.25,346.48
2002-04-11,343.6,346.37
2002-04-12,344.31,345.89
2002-04-13,344.24,345.99
2002-04-14,344.31,346.33
2002-04-15,344.11,346.42
2002-04-16,344.43,346.02
2002-04-17,343.65,346.21
2002-04-18,343.56,345.7
2002-04-19,343.6,345.74
2002-04-20,343.62,346.01
2002-04-21,344.07,346.14
2002-04-22,343.68,346.19
2002-04-23,344.48,346.23
2002-04-24,343.83,346.15
2002-04-25,343.8,345.73
2002-04-26,343.59,345.58
2002-04-27,344.17,346.18
2002-04-28,343.78,346.34
2002-04-29,343.87,346.02
2002-04-30,344.16,345.77
2002-05-01,344.29,345.84
2002-05-02,343.58,345.99
2002-05-03,343.66,345.71
2002-05-04,343.53,345.59
2002-05-05,344.25,345.69
2002-05-06,344.41,345.79
2002-05-07,343.96,345.77
2002-05-08,344.34,346.42
2002-05-09,344.0,345.71
2002-05-10,344.09,345.71
2002-05-11,343.85,345.54
2002-05-12,344.19,346.08
2002-05-13,343.78,346.09
2002-05-14,344.31,345.87
2002-05-15,343.79,346.26
2002-05-16,344.33,345.83
2002-05-17,344.16,345.81
2002-05-18,343.87,346.34
2002-05-19,344.23,346.36
2002-05-20,343.69,346.42
2002-05-21,344.03,345.75
2002-05-22,344.38,345.56
2002-05-23,343.53,345.55
2002-05-24,344.37,346.46
2002-05-25,343.95,346.02
2002-05-26,344.18,345.72
2002-05-27,344.18,346.13
2002-05-28,344.47,346.05
2002-05-29,343.63,345.55
2002-05-30,344.36,346.06
2002-05-31,343.66,346.16
2002-06-01,343.63,346.02
2002-06-02,344.05,345.89
2002-06-03,344.2,346.5
2002-06-04,344.05,345.81
2002-06-05,343.94,346.09
2002-06-06,343.58,346.03
2002-06-07,343.94,346.3
2002-06-08,343.51,346.32
2002-06-09,344.27,345.67
2002-06-10,343.51,346.33
2002-06-11,343.72,346.05
2002-06-12,343.74,346.16
2002-06-13,343.67,346.4
2002-06-14,343.98,346.1
2002-06-15,343.89,345.96
2002-06-16,344.22,346.06
2002-06-17,343.52,345.8
2002-06-18,344.19,345.91
2002-06-19,343.63,345.58
2002-06-20,344.31,345.58
2002-06-21,344.21,346.27
2002-06-22,344.15,346.3
2002-06-23,343.94,346.36
2002-06-24,344.37,346.29
2002-06-25,344.19,345.92
2002-06-26,343.75,345.91
2002-06-27,344.44,345.51
2002-06-28,344.37,345.97
2002-06-29,343.88,345.83
2002-06-30,343.59,346.14
2002-07-01,343.52,346.26
2002-07-02,344.27,345.83
2002-07-03,343.81,346.16
2002-07-04,343.55,346.38
2002-07-05,343.64,345.75
2002-07-06,344.31,346.25
2002-07-07,344.29,346.46
2002-07-08,344.48,345.94
2002-07-09,344.1,345.7
2002-07-10,343.72,346.04
2002-07-11,343.78,346.05
2002-07-12,344.15,346.19
2002-07-13,344.48,346.04
2002-07-14,343.54,345.91
2002-07-15,343.75,345.62
2002-07-16,343.8,346.41
2002-07-17,344.19,346.2
2002-07-18,344.25,345.58
2002-07-19,343.69,345.53
2002-07-20,343.95,346.07
