Fecha,ProductoID,NombreProducto,Categoria,EsImportado,UnidadMedida,Provincia,Canton,Distrito,PrecioColones,PrecioBaseReferencia,FactorCanasta
2021-06-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1372.39,1450,0.9522205695464541
2021-06-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1386.06,1450,0.9500556190457103
2021-06-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1494.22,1450,1.0254476133135129
2021-07-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,781.35,820,0.9613819442236001
2021-07-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,803.54,820,0.9900028816210069
2021-07-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,786.84,820,0.9601062596969372
2021-07-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,789.85,820,0.9599344634117628
2021-07-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,838.79,820,1.0278187027908174
2021-07-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1464.89,1450,1.007741948906086
2021-07-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1397.74,1450,0.9660057081695247
2021-07-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1400.9,1450,0.9651379661977028
2021-07-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1382.82,1450,0.9521522199459432
2021-07-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1497.81,1450,1.0373991044493716
2021-07-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,863.39,850,1.0122315385488034
2021-07-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,846.0,850,0.9945598294291554
2021-07-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,860.56,850,1.0234611327599423
2021-07-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,832.19,850,0.9724940131089126
2021-07-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,850.38,850,1.0024661416763097
2021-07-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1568.38,1500,1.0469211015015847
2021-07-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1419.77,1500,0.9500887548169491
2021-07-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1450.11,1500,0.9677994520577906
2021-07-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1461.33,1500,0.97409055947727
2021-07-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1424.21,1500,0.9536053934174142
2021-07-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1402.03,1450,0.9647922802808426
2021-07-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1465.41,1450,1.0111566898955304
2021-07-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1400.95,1450,0.963573518220899
2021-07-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1415.47,1450,0.9785313147283811
2021-07-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1450.58,1450,0.9941209838960151
2021-08-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,815.43,820,1.0040521227492303
2021-08-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,797.62,820,0.9700685045308555
2021-08-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,851.0,820,1.0323470206444576
2021-08-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,843.44,820,1.0290185669135548
2021-08-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,840.03,820,1.0259357497674606
2021-08-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1492.31,1450,1.0266251996583724
2021-08-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1507.8,1450,1.0341552991323533
2021-08-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1425.49,1450,0.9867926909561983
2021-08-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1464.41,1450,1.0132396357714528
2021-08-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1406.94,1450,0.9715268680847686
2021-08-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,806.04,850,0.9538644535039914
2021-08-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,820.96,850,0.9568270301101902
2021-08-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,880.1,850,1.0317297307058277
2021-08-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,878.42,850,1.0257387993951002
2021-08-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,825.03,850,0.9638150566937262
2021-08-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1520.88,1500,1.0176917768422413
2021-08-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1557.74,1500,1.0429755820003443
2021-08-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1466.8,1500,0.9744549313684514
2021-08-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1567.02,1500,1.0445752049259132
2021-08-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1444.74,1500,0.9592330760638558
2021-08-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1400.15,1450,0.9641950233655205
2021-08-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1517.85,1450,1.0443920246334393
2021-08-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1414.78,1450,0.9782893721724009
2021-08-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1451.77,1450,1.0047656725764942
2021-08-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1471.88,1450,1.020318191597516
2021-09-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,819.01,820,1.004740127298419
2021-09-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,856.13,820,1.046190094135376
2021-09-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,782.95,820,0.9574403849368993
2021-09-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,809.93,820,0.9901984885849705
2021-09-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,852.76,820,1.028559357547473
2021-09-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1516.53,1450,1.0467251176569983
2021-09-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1520.38,1450,1.0458122311290656
2021-09-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1418.7,1450,0.9769951236187437
2021-09-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1461.42,1450,1.0023676399467323
2021-09-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1386.24,1450,0.9531397158197302
2021-09-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,848.54,850,1.0038310545910982
2021-09-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,813.42,850,0.9586192131809049
2021-09-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,827.96,850,0.9720822881717698
2021-09-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,826.83,850,0.9812532999104995
2021-09-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,887.09,850,1.0395920393763975
2021-09-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1539.03,1500,1.0230257095983422
2021-09-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1571.06,1500,1.0415365154582072
2021-09-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1505.72,1500,1.004889681629779
2021-09-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1436.7,1500,0.9560327273363837
2021-09-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1452.33,1500,0.9651383873158088
2021-09-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1417.39,1450,0.9823579539314987
2021-09-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1528.11,1450,1.0477416565648423
2021-09-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1499.63,1450,1.0392277375176229
2021-09-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1415.53,1450,0.972788947430852
2021-09-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1446.56,1450,0.9979740828319781
2021-10-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,811.58,820,0.9923833181378787
2021-10-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,812.23,820,0.9801246837768526
2021-10-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,807.74,820,0.991246447762209
2021-10-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,840.09,820,1.0207816961833465
2021-10-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,786.33,820,0.9669801404541345
2021-10-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1404.09,1450,0.9614670618607115
2021-10-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1467.42,1450,1.0132240518661768
2021-10-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1411.36,1450,0.9756225228610246
2021-10-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1421.68,1450,0.9851354486007456
2021-10-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1455.01,1450,1.002704832056726
2021-10-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,875.75,850,1.0195553426889206
2021-10-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,882.18,850,1.0477722860543293
2021-10-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,844.34,850,0.9822575749630839
2021-10-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,885.75,850,1.0470468914677447
2021-10-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,842.89,850,0.9810535027363675
2021-10-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1489.96,1500,0.9888259268946408
2021-10-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1428.4,1500,0.9541479371521843
2021-10-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1491.12,1500,0.9934715384387744
2021-10-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1541.1,1500,1.0318416558112653
2021-10-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1450.03,1500,0.9726912524039639
2021-10-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1475.85,1450,1.0110414377219457
2021-10-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1482.39,1450,1.0188615652247512
2021-10-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1506.24,1450,1.0405781467004558
2021-10-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1479.94,1450,1.022244673861861
2021-10-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1504.26,1450,1.0394285265688328
2021-11-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,783.57,820,0.9646001926861733
2021-11-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,814.06,820,0.9825970429974501
2021-11-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,832.98,820,1.025252183128718
2021-11-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,834.51,820,1.014908256725138
2021-11-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,802.8,820,0.9824570856332445
2021-11-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1430.03,1450,0.9881024219941783
2021-11-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1412.47,1450,0.9794895317223509
2021-11-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1431.76,1450,0.9875021460611487
2021-11-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1511.04,1450,1.0356071138413427
2021-11-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1402.22,1450,0.9621492126067882
2021-11-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,828.71,850,0.965481804452641
2021-11-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,871.19,850,1.0264130502080788
2021-11-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,818.75,850,0.9627209748226258
2021-11-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,893.17,850,1.0391629944291947
2021-11-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,847.01,850,0.9869970133497153
2021-11-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1500.0,1500,0.996931916286666
2021-11-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1425.62,1500,0.9561752844994513
2021-11-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1488.39,1500,0.9987803845978579
2021-11-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1537.88,1500,1.0281510983347906
2021-11-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1571.27,1500,1.0422295975863791
2021-11-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1499.19,1450,1.0382533041213733
2021-11-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1397.42,1450,0.9696877109130833
2021-11-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1422.86,1450,0.9816531902650409
2021-11-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1429.57,1450,0.9802798150211495
2021-11-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1428.5,1450,0.991577614759726
2021-12-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,814.4,820,0.9963269118620984
2021-12-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,861.19,820,1.0393826530941077
2021-12-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,792.68,820,0.9644105637713353
2021-12-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,815.05,820,0.9844878009149283
2021-12-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,829.52,820,1.004982718318121
2021-12-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1470.95,1450,1.0182798179699943
2021-12-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1509.35,1450,1.038578312311588
2021-12-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1405.75,1450,0.9742514322800243
2021-12-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1415.66,1450,0.9801448496132312
2021-12-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1402.51,1450,0.9665570839882364
2021-12-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,825.31,850,0.9713358261537429
2021-12-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,846.71,850,0.9857133433673045
2021-12-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,829.36,850,0.9850543098939523
2021-12-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,840.32,850,0.986650172069751
2021-12-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,830.45,850,0.9801841329864779
2021-12-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1502.97,1500,0.9994517109263307
2021-12-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1484.14,1500,0.9833699562477104
2021-12-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1575.58,1500,1.0455923255295259
2021-12-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1431.17,1500,0.9601519323372657
2021-12-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1468.35,1500,0.9847701937705614
2021-12-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1443.78,1450,0.9944030528057589
2021-12-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1478.76,1450,1.0263779478844741
2021-12-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1503.93,1450,1.0310835254983963
2021-12-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1507.7,1450,1.0443971620266452
2021-12-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1528.02,1450,1.0470154213476295
2022-01-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,801.31,820,0.9811772365481135
2022-01-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,799.04,820,0.967218874004425
2022-01-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,854.99,820,1.0328034767491645
2022-01-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,769.71,820,0.9505441636992503
2022-01-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,837.9,820,1.0287777643811855
2022-01-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1384.68,1450,0.9514693558155558
2022-01-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1470.01,1450,1.0197620978611783
2022-01-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1511.78,1450,1.0487014003678548
2022-01-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1483.19,1450,1.025261886649263
2022-01-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1384.8,1450,0.9539600970803476
2022-01-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,864.52,850,1.0152514879567078
2022-01-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,871.53,850,1.0242143513548423
2022-01-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,882.35,850,1.0426420681918576
2022-01-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,877.17,850,1.0238133850121296
2022-01-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,894.12,850,1.0492615924345752
