fecha,compra,venta
2019-02-18 00:00:00,604.45,611.36
2019-02-19 00:00:00,605.64,611.2
2019-02-20 00:00:00,605.76,612.62
2019-02-21 00:00:00,606.89,612.0
2019-02-22 00:00:00,605.97,611.69
2019-02-23 00:00:00,606.05,611.12
2019-02-24 00:00:00,606.05,611.12
2019-02-25 00:00:00,606.05,611.12
2019-02-26 00:00:00,604.97,612.21
2019-02-27 00:00:00,605.35,611.66
2019-02-28 00:00:00,605.05,610.72
2019-03-01 00:00:00,604.08,609.76
2019-03-02 00:00:00,602.58,609.32
2019-03-03 00:00:00,602.58,609.32
2019-03-04 00:00:00,602.58,609.32
2019-03-05 00:00:00,602.87,608.5
2019-03-06 00:00:00,603.97,610.37
2019-03-07 00:00:00,605.74,611.11
2019-03-08 00:00:00,605.89,611.39
2019-03-09 00:00:00,604.45,610.76
2019-03-10 00:00:00,604.45,610.76
2019-03-11 00:00:00,604.45,610.76
2019-03-12 00:00:00,602.37,608.21
2019-03-13 00:00:00,601.13,607.25
2019-03-14 00:00:00,599.23,604.75
2019-03-15 00:00:00,596.83,601.76
2019-03-16 00:00:00,594.28,600.62
2019-03-17 00:00:00,594.28,600.62
2019-03-18 00:00:00,594.28,600.62
2019-03-19 00:00:00,592.67,598.73
2019-03-20 00:00:00,592.09,600.39
2019-03-21 00:00:00,597.7,603.16
2019-03-22 00:00:00,598.76,605.23
2019-03-23 00:00:00,604.62,612.61
2019-03-24 00:00:00,604.62,612.61
2019-03-25 00:00:00,604.62,612.61
2019-03-26 00:00:00,604.5,610.54
2019-03-27 00:00:00,601.65,608.14
2019-03-28 00:00:00,600.64,606.75
2019-03-29 00:00:00,598.41,603.85
2019-03-30 00:00:00,596.04,602.36
2019-03-31 00:00:00,596.04,602.36
2019-04-01 00:00:00,596.04,602.36
2019-04-02 00:00:00,595.0,602.74
2019-04-03 00:00:00,597.18,605.49
2019-04-04 00:00:00,602.41,608.93
2019-04-05 00:00:00,604.31,609.46
2019-04-06 00:00:00,601.99,608.58
2019-04-07 00:00:00,601.99,608.58
2019-04-08 00:00:00,601.99,608.58
2019-04-09 00:00:00,601.42,607.96
2019-04-10 00:00:00,599.82,605.3
2019-04-11 00:00:00,598.67,603.7
2019-04-12 00:00:00,598.67,603.7
2019-04-13 00:00:00,596.34,602.69
2019-04-14 00:00:00,596.34,602.69
2019-04-15 00:00:00,596.34,602.69
2019-04-16 00:00:00,595.01,600.73
2019-04-17 00:00:00,592.91,598.79
2019-04-18 00:00:00,592.5,598.63
2019-04-19 00:00:00,592.5,598.63
2019-04-20 00:00:00,592.5,598.63
2019-04-21 00:00:00,592.5,598.63
2019-04-22 00:00:00,592.5,598.63
2019-04-23 00:00:00,593.76,601.24
2019-04-24 00:00:00,596.66,603.51
2019-04-25 00:00:00,598.81,605.24
2019-04-26 00:00:00,597.0,603.05
2019-04-27 00:00:00,594.26,599.75
2019-04-28 00:00:00,594.26,599.75
2019-04-29 00:00:00,594.26,599.75
2019-04-30 00:00:00,592.98,599.09
2019-05-01 00:00:00,592.27,598.9
2019-05-02 00:00:00,592.27,598.9
2019-05-03 00:00:00,593.09,599.48
2019-05-04 00:00:00,591.37,598.34
2019-05-05 00:00:00,591.37,598.34
2019-05-06 00:00:00,591.37,598.34
2019-05-07 00:00:00,591.14,598.76
2019-05-08 00:00:00,591.57,599.1
2019-05-09 00:00:00,591.88,597.82
2019-05-10 00:00:00,592.28,598.45
2019-05-11 00:00:00,591.91,597.68
2019-05-12 00:00:00,591.91,597.68
2019-05-13 00:00:00,591.91,597.68
2019-05-14 00:00:00,590.86,596.5
2019-05-15 00:00:00,588.8,594.57
2019-05-16 00:00:00,586.7,592.66
2019-05-17 00:00:00,584.48,591.45
2019-05-18 00:00:00,584.01,590.91
2019-05-19 00:00:00,584.01,590.91
2019-05-20 00:00:00,584.01,590.91
2019-05-21 00:00:00,584.57,591.28
2019-05-22 00:00:00,584.47,591.09
2019-05-23 00:00:00,587.46,593.71
2019-05-24 00:00:00,587.89,594.03
2019-05-25 00:00:00,588.41,594.97
2019-05-26 00:00:00,588.41,594.97
2019-05-27 00:00:00,588.41,594.97
2019-05-28 00:00:00,587.93,594.51
2019-05-29 00:00:00,587.05,592.86
2019-05-30 00:00:00,585.97,591.24
2019-05-31 00:00:00,584.11,590.54
2019-06-01 00:00:00,583.49,591.03
2019-06-02 00:00:00,583.49,591.03
2019-06-03 00:00:00,583.49,591.03
2019-06-04 00:00:00,583.91,591.07
2019-06-05 00:00:00,585.32,593.65
2019-06-06 00:00:00,589.38,594.5
2019-06-07 00:00:00,589.42,596.5
2019-06-08 00:00:00,588.66,595.4
2019-06-09 00:00:00,588.66,595.4
2019-06-10 00:00:00,588.66,595.4
2019-06-11 00:00:00,586.02,592.68
2019-06-12 00:00:00,584.85,591.39
2019-06-13 00:00:00,586.62,589.59
2019-06-14 00:00:00,582.59,588.52
2019-06-15 00:00:00,581.13,588.89
2019-06-16 00:00:00,581.13,588.89
2019-06-17 00:00:00,581.13,588.89
2019-06-18 00:00:00,580.66,587.86
2019-06-19 00:00:00,580.8,587.43
2019-06-20 00:00:00,581.92,589.16
2019-06-21 00:00:00,581.65,587.95
2019-06-22 00:00:00,581.72,588.06
2019-06-23 00:00:00,581.72,588.06
2019-06-24 00:00:00,581.72,588.06
2019-06-25 00:00:00,581.18,587.81
2019-06-26 00:00:00,580.76,587.13
2019-06-27 00:00:00,578.98,586.31
2019-06-28 00:00:00,578.35,585.45
2019-06-29 00:00:00,576.72,583.64
2019-06-30 00:00:00,576.72,583.64
2019-07-01 00:00:00,576.72,583.64
2019-07-02 00:00:00,574.89,583.23
2019-07-03 00:00:00,576.49,583.31
2019-07-04 00:00:00,578.17,585.17
2019-07-05 00:00:00,579.32,585.83
2019-07-06 00:00:00,578.21,585.77
2019-07-07 00:00:00,578.21,585.77
2019-07-08 00:00:00,578.21,585.77
2019-07-09 00:00:00,578.34,585.53
2019-07-10 00:00:00,579.47,585.5
2019-07-11 00:00:00,579.1,584.18
2019-07-12 00:00:00,578.21,584.05
2019-07-13 00:00:00,575.32,582.11
2019-07-14 00:00:00,575.32,582.11
2019-07-15 00:00:00,575.32,582.11
2019-07-16 00:00:00,572.15,578.39
2019-07-17 00:00:00,571.58,577.89
2019-07-18 00:00:00,572.27,578.31
2019-07-19 00:00:00,571.81,578.78
2019-07-20 00:00:00,570.73,577.37
2019-07-21 00:00:00,570.73,577.37
2019-07-22 00:00:00,570.73,577.37
2019-07-23 00:00:00,569.91,576.82
2019-07-24 00:00:00,570.44,575.97
2019-07-25 00:00:00,570.31,575.69
2019-07-26 00:00:00,570.31,575.69
2019-07-27 00:00:00,568.86,574.94
2019-07-28 00:00:00,568.86,574.94
2019-07-29 00:00:00,568.86,574.94
2019-07-30 00:00:00,567.5,573.97
2019-07-31 00:00:00,567.11,573.46
2019-08-01 00:00:00,566.52,572.26
2019-08-02 00:00:00,566.6,573.55
2019-08-03 00:00:00,566.6,573.55
2019-08-04 00:00:00,566.6,573.55
2019-08-05 00:00:00,566.6,573.55
2019-08-06 00:00:00,565.44,573.27
2019-08-07 00:00:00,565.2,573.18
2019-08-08 00:00:00,566.95,573.32
2019-08-09 00:00:00,567.31,573.53
2019-08-10 00:00:00,567.34,574.07
2019-08-11 00:00:00,567.34,574.07
2019-08-12 00:00:00,567.34,574.07
2019-08-13 00:00:00,567.07,573.62
2019-08-14 00:00:00,566.6,572.43
2019-08-15 00:00:00,565.42,571.3
2019-08-16 00:00:00,565.42,571.3
2019-08-17 00:00:00,563.82,570.46
2019-08-18 00:00:00,563.82,570.46
2019-08-19 00:00:00,563.82,570.46
2019-08-20 00:00:00,562.23,569.92
2019-08-21 00:00:00,561.39,568.07
2019-08-22 00:00:00,561.75,568.45
2019-08-23 00:00:00,562.94,569.53
2019-08-24 00:00:00,563.07,570.2
2019-08-25 00:00:00,563.07,570.2
2019-08-26 00:00:00,563.07,570.2
2019-08-27 00:00:00,562.87,570.17
2019-08-28 00:00:00,563.95,570.03
2019-08-29 00:00:00,565.17,570.99
2019-08-30 00:00:00,566.45,572.89
2019-08-31 00:00:00,567.66,575.16
2019-09-01 00:00:00,567.66,575.16
2019-09-02 00:00:00,567.66,575.16
2019-09-03 00:00:00,568.57,577.15
2019-09-04 00:00:00,573.02,579.59
2019-09-05 00:00:00,574.08,580.82
2019-09-06 00:00:00,576.2,582.67
2019-09-07 00:00:00,575.05,581.13
2019-09-08 00:00:00,575.05,581.13
2019-09-09 00:00:00,575.05,581.13
2019-09-10 00:00:00,573.58,579.79
2019-09-11 00:00:00,571.93,577.96
2019-09-12 00:00:00,571.18,577.28
2019-09-13 00:00:00,572.08,578.83
2019-09-14 00:00:00,572.43,579.66
2019-09-15 00:00:00,572.43,579.66
2019-09-16 00:00:00,572.43,579.66
2019-09-17 00:00:00,572.98,580.49
2019-09-18 00:00:00,574.73,580.77
2019-09-19 00:00:00,574.83,582.0
2019-09-20 00:00:00,576.05,583.55
2019-09-21 00:00:00,576.71,583.86
2019-09-22 00:00:00,576.71,583.86
2019-09-23 00:00:00,576.71,583.86
2019-09-24 00:00:00,578.31,585.06
2019-09-25 00:00:00,579.57,585.84
2019-09-26 00:00:00,578.67,585.43
2019-09-27 00:00:00,578.99,584.74
2019-09-28 00:00:00,577.93,583.88
2019-09-29 00:00:00,577.93,583.88
2019-09-30 00:00:00,577.93,583.88
2019-10-01 00:00:00,576.58,583.46
2019-10-02 00:00:00,576.29,583.23
2019-10-03 00:00:00,577.82,585.11
2019-10-04 00:00:00,579.41,585.76
2019-10-05 00:00:00,578.1,585.88
2019-10-06 00:00:00,578.1,585.88
2019-10-07 00:00:00,578.1,585.88
2019-10-08 00:00:00,577.42,585.11
2019-10-09 00:00:00,578.1,584.46
2019-10-10 00:00:00,578.5,583.98
2019-10-11 00:00:00,578.28,583.69
2019-10-12 00:00:00,576.37,583.57
2019-10-13 00:00:00,576.37,583.57
2019-10-14 00:00:00,576.37,583.57
2019-10-15 00:00:00,574.86,581.85
2019-10-16 00:00:00,574.45,580.84
2019-10-17 00:00:00,576.41,582.42
2019-10-18 00:00:00,575.95,582.66
2019-10-19 00:00:00,577.13,583.79
2019-10-20 00:00:00,577.13,583.79
2019-10-21 00:00:00,577.13,583.79
2019-10-22 00:00:00,578.93,585.42
2019-10-23 00:00:00,577.82,585.88
2019-10-24 00:00:00,579.2,586.0
2019-10-25 00:00:00,581.49,586.66
2019-10-26 00:00:00,579.25,585.91
2019-10-27 00:00:00,579.25,585.91
2019-10-28 00:00:00,579.25,585.91
2019-10-29 00:00:00,578.1,584.91
2019-10-30 00:00:00,579.36,585.31
2019-10-31 00:00:00,579.86,585.39
2019-11-01 00:00:00,581.05,585.89
2019-11-02 00:00:00,580.34,587.5
2019-11-03 00:00:00,580.34,587.5
2019-11-04 00:00:00,580.34,587.5
2019-11-05 00:00:00,578.86,587.75
2019-11-06 00:00:00,581.08,587.94
2019-11-07 00:00:00,581.66,588.06
2019-11-08 00:00:00,581.61,586.18
2019-11-09 00:00:00,579.76,586.21
2019-11-10 00:00:00,579.76,586.21
2019-11-11 00:00:00,579.76,586.21
2019-11-12 00:00:00,578.69,585.86
2019-11-13 00:00:00,577.98,584.69
2019-11-14 00:00:00,577.49,583.26
2019-11-15 00:00:00,576.19,582.36
2019-11-16 00:00:00,573.76,579.99
2019-11-17 00:00:00,573.76,579.99
2019-11-18 00:00:00,573.76,579.99
2019-11-19 00:00:00,570.97,578.48
2019-11-20 00:00:00,569.76,576.44
2019-11-21 00:00:00,569.74,576.71
2019-11-22 00:00:00,568.17,573.72
2019-11-23 00:00:00,565.43,571.8
2019-11-24 00:00:00,565.43,571.8
2019-11-25 00:00:00,565.43,571.8
2019-11-26 00:00:00,562.54,571.23
2019-11-27 00:00:00,561.57,567.77
2019-11-28 00:00:00,560.45,566.37
2019-11-29 00:00:00,559.83,566.56
2019-11-30 00:00:00,558.9,565.89
2019-12-01 00:00:00,558.9,565.89
2019-12-02 00:00:00,558.9,565.89
2019-12-03 00:00:00,560.22,567.65
2019-12-04 00:00:00,563.53,572.01
2019-12-05 00:00:00,563.99,571.81
2019-12-06 00:00:00,566.91,573.19
2019-12-07 00:00:00,565.08,572.22
2019-12-08 00:00:00,565.08,572.22
2019-12-09 00:00:00,565.08,572.22
2019-12-10 00:00:00,565.59,572.08
2019-12-11 00:00:00,567.59,573.52
2019-12-12 00:00:00,567.6,574.59
2019-12-13 00:00:00,566.61,572.52
2019-12-14 00:00:00,563.73,570.76
2019-12-15 00:00:00,563.73,570.76
2019-12-16 00:00:00,563.73,570.76
2019-12-17 00:00:00,562.33,570.05
2019-12-18 00:00:00,562.52,569.16
2019-12-19 00:00:00,563.65,569.29
2019-12-20 00:00:00,562.52,569.89
2019-12-21 00:00:00,563.21,569.57
2019-12-22 00:00:00,563.21,569.57
2019-12-23 00:00:00,563.21,569.57
2019-12-24 00:00:00,564.72,571.81
2019-12-25 00:00:00,568.49,574.93
2019-12-26 00:00:00,568.49,574.93
2019-12-27 00:00:00,569.34,575.66
2019-12-28 00:00:00,569.93,575.56
2019-12-29 00:00:00,569.93,575.56
2019-12-30 00:00:00,569.93,575.56
2019-12-31 00:00:00,570.09,576.49
2020-01-01 00:00:00,570.09,576.49
2020-01-02 00:00:00,570.09,576.49
2020-01-03 00:00:00,569.5,576.3
2020-01-04 00:00:00,569.37,576.24
2020-01-05 00:00:00,569.37,576.24
2020-01-06 00:00:00,569.37,576.24
2020-01-07 00:00:00,567.47,576.37
2020-01-08 00:00:00,569.58,576.72
2020-01-09 00:00:00,569.47,576.74
2020-01-10 00:00:00,569.84,576.49
2020-01-11 00:00:00,568.61,575.93
2020-01-12 00:00:00,568.61,575.93
2020-01-13 00:00:00,568.61,575.93
2020-01-14 00:00:00,566.59,573.34
2020-01-15 00:00:00,565.82,572.01
2020-01-16 00:00:00,564.67,570.74
2020-01-17 00:00:00,563.37,569.43
2020-01-18 00:00:00,561.47,568.43
2020-01-19 00:00:00,561.47,568.43
2020-01-20 00:00:00,561.47,568.43
2020-01-21 00:00:00,561.54,568.42
2020-01-22 00:00:00,563.46,570.32
2020-01-23 00:00:00,565.35,572.03
2020-01-24 00:00:00,567.19,573.61
2020-01-25 00:00:00,566.44,573.51
2020-01-26 00:00:00,566.44,573.51
2020-01-27 00:00:00,566.44,573.51
2020-01-28 00:00:00,565.53,573.13
2020-01-29 00:00:00,566.55,572.64
2020-01-30 00:00:00,567.26,573.08
2020-01-31 00:00:00,567.06,573.36
2020-02-01 00:00:00,566.38,573.61
2020-02-02 00:00:00,566.38,573.61
2020-02-03 00:00:00,566.38,573.61
2020-02-04 00:00:00,567.47,576.12
2020-02-05 00:00:00,571.5,578.69
2020-02-06 00:00:00,572.7,578.64
2020-02-07 00:00:00,572.69,579.34
2020-02-08 00:00:00,570.4,577.83
2020-02-09 00:00:00,570.4,577.83
2020-02-10 00:00:00,570.4,577.83
2020-02-11 00:00:00,568.5,576.3
2020-02-12 00:00:00,568.17,574.43
2020-02-13 00:00:00,566.8,572.52
2020-02-14 00:00:00,565.61,571.22
2020-02-15 00:00:00,563.98,570.33
2020-02-16 00:00:00,563.98,570.33
2020-02-17 00:00:00,563.98,570.33
2020-02-18 00:00:00,564.12,571.63
2020-02-19 00:00:00,566.03,573.02
2020-02-20 00:00:00,567.06,574.93
2020-02-21 00:00:00,569.08,575.34
2020-02-22 00:00:00,569.46,575.93
2020-02-23 00:00:00,569.46,575.93
2020-02-24 00:00:00,569.46,575.93
2020-02-25 00:00:00,568.77,575.03
2020-02-26 00:00:00,568.63,574.68
2020-02-27 00:00:00,567.15,572.68
2020-02-28 00:00:00,565.84,571.54
2020-02-29 00:00:00,565.87,572.33
2020-03-01 00:00:00,565.87,572.33
2020-03-02 00:00:00,565.87,572.33
2020-03-03 00:00:00,566.37,574.39
2020-03-04 00:00:00,569.08,576.37
2020-03-05 00:00:00,569.61,578.08
2020-03-06 00:00:00,569.7,576.57
2020-03-07 00:00:00,566.21,573.35
2020-03-08 00:00:00,566.21,573.35
2020-03-09 00:00:00,566.21,573.35
2020-03-10 00:00:00,565.13,572.37
2020-03-11 00:00:00,564.57,570.25
2020-03-12 00:00:00,561.7,567.42
2020-03-13 00:00:00,562.21,568.0
2020-03-14 00:00:00,560.66,567.68
2020-03-15 00:00:00,560.66,567.68
2020-03-16 00:00:00,560.66,567.68
2020-03-17 00:00:00,560.75,568.32
2020-03-18 00:00:00,563.22,568.7
2020-03-19 00:00:00,563.38,569.74
2020-03-20 00:00:00,564.8,570.64
2020-03-21 00:00:00,565.64,573.56
2020-03-22 00:00:00,565.64,573.56
2020-03-23 00:00:00,565.64,573.56
2020-03-24 00:00:00,569.54,576.98
2020-03-25 00:00:00,572.33,579.7
2020-03-26 00:00:00,575.42,582.05
2020-03-27 00:00:00,577.33,583.83
2020-03-28 00:00:00,577.9,585.5
2020-03-29 00:00:00,577.9,585.5
2020-03-30 00:00:00,577.9,585.5
2020-03-31 00:00:00,579.5,587.37
2020-04-01 00:00:00,577.1,583.71
2020-04-02 00:00:00,573.19,580.08
2020-04-03 00:00:00,570.94,577.96
2020-04-04 00:00:00,567.3,575.49
2020-04-05 00:00:00,567.3,575.49
2020-04-06 00:00:00,567.3,575.49
2020-04-07 00:00:00,568.25,574.45
2020-04-08 00:00:00,568.55,575.12
2020-04-09 00:00:00,568.55,575.12
2020-04-10 00:00:00,568.55,575.12
2020-04-11 00:00:00,568.55,575.12
2020-04-12 00:00:00,568.55,575.12
2020-04-13 00:00:00,568.55,575.12
2020-04-14 00:00:00,566.35,573.07
2020-04-15 00:00:00,564.13,569.29
2020-04-16 00:00:00,561.28,567.52
2020-04-17 00:00:00,559.65,565.54
2020-04-18 00:00:00,558.99,565.11
2020-04-19 00:00:00,558.99,565.11
2020-04-20 00:00:00,558.99,565.11
2020-04-21 00:00:00,562.97,569.18
2020-04-22 00:00:00,564.29,571.9
2020-04-23 00:00:00,564.68,571.09
2020-04-24 00:00:00,564.38,569.03
2020-04-25 00:00:00,562.93,570.07
2020-04-26 00:00:00,562.93,570.07
2020-04-27 00:00:00,562.93,570.07
2020-04-28 00:00:00,563.35,569.75
2020-04-29 00:00:00,564.88,571.09
2020-04-30 00:00:00,564.42,571.46
2020-05-01 00:00:00,565.24,571.92
2020-05-02 00:00:00,565.24,571.92
2020-05-03 00:00:00,565.24,571.92
2020-05-04 00:00:00,565.24,571.92
2020-05-05 00:00:00,564.81,572.42
2020-05-06 00:00:00,565.57,572.7
2020-05-07 00:00:00,565.04,571.91
2020-05-08 00:00:00,565.82,571.97
2020-05-09 00:00:00,565.3,572.03
2020-05-10 00:00:00,565.3,572.03
2020-05-11 00:00:00,565.3,572.03
2020-05-12 00:00:00,565.48,572.35
2020-05-13 00:00:00,566.32,571.6
2020-05-14 00:00:00,566.43,571.82
2020-05-15 00:00:00,566.13,571.76
2020-05-16 00:00:00,565.48,572.39
2020-05-17 00:00:00,565.48,572.39
2020-05-18 00:00:00,565.48,572.39
2020-05-19 00:00:00,566.57,573.39
2020-05-20 00:00:00,567.07,574.5
2020-05-21 00:00:00,567.67,574.72
2020-05-22 00:00:00,566.87,574.0
2020-05-23 00:00:00,566.57,573.68
2020-05-24 00:00:00,566.57,573.68
2020-05-25 00:00:00,566.57,573.68
2020-05-26 00:00:00,568.19,574.07
2020-05-27 00:00:00,567.62,575.0
2020-05-28 00:00:00,570.64,575.2
2020-05-29 00:00:00,569.46,576.11
2020-05-30 00:00:00,570.22,576.93
2020-05-31 00:00:00,570.22,576.93
2020-06-01 00:00:00,570.22,576.93
2020-06-02 00:00:00,571.29,579.35
2020-06-03 00:00:00,573.19,581.02
2020-06-04 00:00:00,574.66,582.02
2020-06-05 00:00:00,573.68,582.45
2020-06-06 00:00:00,574.99,582.87
2020-06-07 00:00:00,574.99,582.87
2020-06-08 00:00:00,574.99,582.87
2020-06-09 00:00:00,575.7,583.72
2020-06-10 00:00:00,577.25,584.02
2020-06-11 00:00:00,576.9,583.14
2020-06-12 00:00:00,574.5,580.61
2020-06-13 00:00:00,571.42,578.83
2020-06-14 00:00:00,571.42,578.83
2020-06-15 00:00:00,571.42,578.83
2020-06-16 00:00:00,571.04,577.88
2020-06-17 00:00:00,571.33,577.79
2020-06-18 00:00:00,573.23,579.18
2020-06-19 00:00:00,574.26,579.62
2020-06-20 00:00:00,570.26,579.72
2020-06-21 00:00:00,570.26,579.72
2020-06-22 00:00:00,570.26,579.72
2020-06-23 00:00:00,574.06,580.13
2020-06-24 00:00:00,573.31,580.86
2020-06-25 00:00:00,576.33,582.26
2020-06-26 00:00:00,576.83,582.92
2020-06-27 00:00:00,577.49,583.67
2020-06-28 00:00:00,577.49,583.67
2020-06-29 00:00:00,577.49,583.67
2020-06-30 00:00:00,577.51,583.49
2020-07-01 00:00:00,579.01,584.96
2020-07-02 00:00:00,579.27,586.23
2020-07-03 00:00:00,577.06,586.21
2020-07-04 00:00:00,577.65,585.34
2020-07-05 00:00:00,577.65,585.34
2020-07-06 00:00:00,577.65,585.34
2020-07-07 00:00:00,577.51,585.79
2020-07-08 00:00:00,578.08,585.19
2020-07-09 00:00:00,579.2,584.96
2020-07-10 00:00:00,578.26,585.19
2020-07-11 00:00:00,579.0,584.65
2020-07-12 00:00:00,579.0,584.65
2020-07-13 00:00:00,579.0,584.65
2020-07-14 00:00:00,577.84,584.55
2020-07-15 00:00:00,577.5,583.46
2020-07-16 00:00:00,578.74,582.86
2020-07-17 00:00:00,578.91,584.16
2020-07-18 00:00:00,578.7,584.52
2020-07-19 00:00:00,578.7,584.52
2020-07-20 00:00:00,578.7,584.52
2020-07-21 00:00:00,576.47,584.94
2020-07-22 00:00:00,576.73,585.21
2020-07-23 00:00:00,579.78,585.62
2020-07-24 00:00:00,579.6,586.01
2020-07-25 00:00:00,579.69,586.27
2020-07-26 00:00:00,579.69,586.27
2020-07-27 00:00:00,579.69,586.27
2020-07-28 00:00:00,579.69,586.27
2020-07-29 00:00:00,580.49,586.9
2020-07-30 00:00:00,580.51,586.91
2020-07-31 00:00:00,582.15,588.33
2020-08-01 00:00:00,582.41,590.74
2020-08-02 00:00:00,582.41,590.74
2020-08-03 00:00:00,582.41,590.74
2020-08-04 00:00:00,584.23,592.22
2020-08-05 00:00:00,586.65,594.44
2020-08-06 00:00:00,588.12,595.21
2020-08-07 00:00:00,588.7,596.17
2020-08-08 00:00:00,588.22,595.91
2020-08-09 00:00:00,588.22,595.91
2020-08-10 00:00:00,588.22,595.91
2020-08-11 00:00:00,590.69,598.21
2020-08-12 00:00:00,592.54,599.13
2020-08-13 00:00:00,594.48,600.11
2020-08-14 00:00:00,592.81,598.23
2020-08-15 00:00:00,591.44,598.28
2020-08-16 00:00:00,591.44,598.28
2020-08-17 00:00:00,591.44,598.28
2020-08-18 00:00:00,591.44,598.28
2020-08-19 00:00:00,591.38,597.97
2020-08-20 00:00:00,591.69,597.82
2020-08-21 00:00:00,588.34,596.42
2020-08-22 00:00:00,588.38,595.58
2020-08-23 00:00:00,588.38,595.58
2020-08-24 00:00:00,588.38,595.58
2020-08-25 00:00:00,588.04,596.93
2020-08-26 00:00:00,591.52,597.21
2020-08-27 00:00:00,591.61,598.31
2020-08-28 00:00:00,591.43,597.66
2020-08-29 00:00:00,590.21,598.0
2020-08-30 00:00:00,590.21,598.0
2020-08-31 00:00:00,590.21,598.0
2020-09-01 00:00:00,592.02,598.03
2020-09-02 00:00:00,593.12,599.44
2020-09-03 00:00:00,593.21,600.18
2020-09-04 00:00:00,594.1,600.8
2020-09-05 00:00:00,595.36,600.52
2020-09-06 00:00:00,595.36,600.52
2020-09-07 00:00:00,595.36,600.52
2020-09-08 00:00:00,594.61,601.42
2020-09-09 00:00:00,592.96,601.59
2020-09-10 00:00:00,595.7,600.5
2020-09-11 00:00:00,592.43,599.08
2020-09-12 00:00:00,590.92,597.43
2020-09-13 00:00:00,590.92,597.43
2020-09-14 00:00:00,590.92,597.43
2020-09-15 00:00:00,590.92,597.43
2020-09-16 00:00:00,591.9,598.32
2020-09-17 00:00:00,593.8,599.47
2020-09-18 00:00:00,594.8,599.86
2020-09-19 00:00:00,594.93,601.51
2020-09-20 00:00:00,594.93,601.51
2020-09-21 00:00:00,594.93,601.51
2020-09-22 00:00:00,595.02,602.45
2020-09-23 00:00:00,596.9,603.17
2020-09-24 00:00:00,596.58,604.16
2020-09-25 00:00:00,598.25,604.1
2020-09-26 00:00:00,598.65,604.47
2020-09-27 00:00:00,598.65,604.47
2020-09-28 00:00:00,598.65,604.47
2020-09-29 00:00:00,599.38,606.1
2020-09-30 00:00:00,600.45,606.68
2020-10-01 00:00:00,601.71,607.93
2020-10-02 00:00:00,599.16,605.8
2020-10-03 00:00:00,597.16,604.9
2020-10-04 00:00:00,597.16,604.9
2020-10-05 00:00:00,597.16,604.9
2020-10-06 00:00:00,597.97,603.93
2020-10-07 00:00:00,599.1,605.69
2020-10-08 00:00:00,598.82,605.55
2020-10-09 00:00:00,599.55,605.34
2020-10-10 00:00:00,597.61,605.19
2020-10-11 00:00:00,597.61,605.19
2020-10-12 00:00:00,597.61,605.19
2020-10-13 00:00:00,598.44,605.38
2020-10-14 00:00:00,599.36,605.69
2020-10-15 00:00:00,600.71,606.24
2020-10-16 00:00:00,599.66,605.75
2020-10-17 00:00:00,599.53,605.24
2020-10-18 00:00:00,599.53,605.24
2020-10-19 00:00:00,599.53,605.24
2020-10-20 00:00:00,599.14,605.6
2020-10-21 00:00:00,598.03,606.11
2020-10-22 00:00:00,599.2,606.95
2020-10-23 00:00:00,600.03,606.91
2020-10-24 00:00:00,602.67,608.12
2020-10-25 00:00:00,602.67,608.12
2020-10-26 00:00:00,602.67,608.12
