Fecha,ProductoID,NombreProducto,Categoria,EsImportado,UnidadMedida,Provincia,Canton,Distrito,PrecioColones,PrecioBaseReferencia,FactorCanasta
2021-05-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,868.7,850,1.0214673345493668
2021-05-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1533.07,1500,1.0287099820271621
2021-05-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1550.75,1500,1.0328095003356739
2021-05-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1548.75,1500,1.0295038238489933
2021-05-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1523.84,1500,1.0096130364394282
2021-05-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1544.61,1500,1.0358809794719428
2021-05-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1512.33,1450,1.0411685250870781
2021-05-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1481.33,1450,1.0265090485557775
2021-05-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1435.61,1450,0.9958972004202045
2021-05-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1481.7,1450,1.024390631820296
2021-05-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1489.4,1450,1.0292915870037442
2021-06-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,818.08,820,0.9871906678989765
2021-06-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,852.69,820,1.032187267236865
2021-06-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,789.58,820,0.9743676162427558
2021-06-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,849.82,820,1.0383911387341982
2021-06-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,794.39,820,0.9620123536580488
2021-06-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1525.56,1450,1.0466391070755852
2021-06-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1475.02,1450,1.0165031615918636
2021-06-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1501.24,1450,1.03897694658465
2021-06-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1469.49,1450,1.0068298663524973
2021-06-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1391.63,1450,0.9664036862689789
2021-06-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,810.73,850,0.9614371531820041
2021-06-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,858.3,850,1.0118671674009807
2021-06-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,886.75,850,1.0383781734701016
2021-06-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,857.11,850,1.0176421254430865
2021-06-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,827.4,850,0.9838765857094393
2021-06-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1501.59,1500,0.9967702961181507
2021-06-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1486.55,1500,0.985134540348065
2021-06-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1527.49,1500,1.0143756563749564
2021-06-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1546.58,1500,1.0255985002048529
2021-06-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1522.06,1500,1.0202839144671023
2021-06-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1458.64,1450,1.0095646893524284
2021-06-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1404.54,1450,0.9633343159189439
2021-06-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1463.6,1450,1.0077404263890246
2021-06-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1412.8,1450,0.9781194829532656
2021-06-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1473.59,1450,1.0135121629494428
2021-07-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,846.87,820,1.0323098697160469
2021-07-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,826.7,820,1.0035937571524773
2021-07-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,833.91,820,1.0263170903206462
2021-07-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,833.75,820,1.0119190104108813
2021-07-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,797.39,820,0.9843889737218916
2021-07-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1376.57,1450,0.952652530328913
2021-07-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1444.15,1450,0.9948733581314022
2021-07-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1446.71,1450,1.001011039401996
2021-07-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1449.87,1450,1.0035438245269384
2021-07-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1400.44,1450,0.963410051294285
2021-07-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,837.64,850,0.9834131465007234
2021-07-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,866.24,850,1.0138727318380576
2021-07-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,883.79,850,1.0454554765479236
2021-07-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,864.04,850,1.0220643563036813
2021-07-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,811.6,850,0.9657119889564957
2021-07-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1556.37,1500,1.0346052106842576
2021-07-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1576.31,1500,1.0476709383500122
2021-07-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1576.77,1500,1.0446732837520736
2021-07-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1482.53,1500,0.9858657709758071
2021-07-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1459.9,1500,0.9777351582511374
2021-07-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1447.98,1450,0.9936391212600472
2021-07-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1485.19,1450,1.028005484441722
2021-07-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1381.46,1450,0.9527651899599072
2021-07-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1395.74,1450,0.9644378520377827
2021-07-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1464.3,1450,1.00524336779909
2021-08-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,791.72,820,0.9542153639732558
2021-08-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,845.49,820,1.031907532470098
2021-08-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,859.85,820,1.04416815405818
2021-08-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,860.16,820,1.0481662661281999
2021-08-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,828.83,820,1.0043646105371595
2021-08-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1490.89,1450,1.0235119609294823
2021-08-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1466.62,1450,1.013589501776821
2021-08-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1441.69,1450,0.9938477798789127
2021-08-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1396.92,1450,0.9676521515334234
2021-08-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1392.97,1450,0.9664209932578454
2021-08-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,831.09,850,0.9703085439323806
2021-08-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,826.17,850,0.9725013180133805
2021-08-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,890.7,850,1.0422577757144227
2021-08-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,887.16,850,1.0371690696087728
2021-08-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,899.12,850,1.0481259732156665
2021-08-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1497.66,1500,0.9934228609427578
2021-08-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1426.65,1500,0.9506973602126727
2021-08-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1488.09,1500,0.9916407852144398
2021-08-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1557.54,1500,1.042050777315307
2021-08-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1472.26,1500,0.9775291903401121
2021-08-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1479.24,1450,1.0145469154310578
2021-08-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1407.22,1450,0.9715349898293382
2021-08-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1445.49,1450,0.9917425360257517
2021-08-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1453.47,1450,0.9996941835530371
2021-08-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1380.05,1450,0.9559631060585083
2021-09-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,862.43,820,1.0397606438336362
2021-09-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,856.75,820,1.0401416551345197
2021-09-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,807.92,820,0.9790223408889491
2021-09-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,827.04,820,0.9998348082500867
2021-09-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,847.27,820,1.042126321127571
2021-09-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1499.86,1450,1.0386211053311722
2021-09-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1393.74,1450,0.9595622785560658
2021-09-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1490.53,1450,1.0279747541241775
2021-09-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1466.68,1450,1.0052196927368777
2021-09-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1456.27,1450,1.0027239420432992
2021-09-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,822.77,850,0.9577769702813869
2021-09-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,892.48,850,1.0489617886794707
2021-09-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,853.96,850,1.0018117925242764
2021-09-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,834.03,850,0.969563109213064
2021-09-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,872.37,850,1.014996843130463
2021-09-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1543.89,1500,1.0294770108573992
2021-09-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1479.48,1500,0.9883157828580209
2021-09-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1441.53,1500,0.9640452152767269
2021-09-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1565.2,1500,1.0441009772305843
2021-09-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1527.65,1500,1.0214999911779066
2021-09-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1422.5,1450,0.9828224432859077
2021-09-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1465.89,1450,1.006451307630792
2021-09-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1474.95,1450,1.012579596992839
2021-09-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1517.48,1450,1.0406026930377519
2021-09-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1393.64,1450,0.9642892602107097
2021-10-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,860.14,820,1.0428690088982546
2021-10-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,811.89,820,0.9932034278153634
2021-10-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,849.86,820,1.0471453131066988
2021-10-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,807.71,820,0.9931526015544482
2021-10-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,795.52,820,0.982190405493327
2021-10-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1439.58,1450,0.9870286949857565
2021-10-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1504.27,1450,1.0387865946803374
2021-10-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1457.68,1450,1.000474739040607
2021-10-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1388.53,1450,0.9554581265205813
2021-10-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1461.0,1450,1.0112183980759504
2021-10-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,867.64,850,1.0127988406950743
2021-10-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,839.15,850,0.9938255728214422
2021-10-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,837.58,850,0.9848337989889371
2021-10-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,850.93,850,0.9949278244107295
2021-10-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,849.58,850,0.9980480997030625
2021-10-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1430.45,1500,0.9573457449517351
2021-10-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1543.78,1500,1.0294277123180966
2021-10-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1473.81,1500,0.9799985389084193
2021-10-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1563.6,1500,1.0431946376218224
2021-10-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1546.88,1500,1.0254257184653732
2021-10-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1515.92,1450,1.0450600404016532
2021-10-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1480.44,1450,1.0202769379835805
2021-10-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1440.27,1450,0.9939714041964245
2021-10-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1385.26,1450,0.9532176852669404
2021-10-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1479.09,1450,1.0149075769036628
2021-11-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,784.36,820,0.9545057697514232
2021-11-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,791.45,820,0.9688435750444166
2021-11-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,837.89,820,1.020371804318547
2021-11-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,861.14,820,1.0415477745122463
2021-11-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,860.21,820,1.0379584253129261
2021-11-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1433.83,1450,0.9924779667156658
2021-11-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1503.89,1450,1.0338757448794662
2021-11-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1452.6,1450,0.9949883947216869
2021-11-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1508.04,1450,1.0440468428886909
2021-11-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1478.37,1450,1.0166091614265194
2021-11-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,875.81,850,1.0332604647705432
2021-11-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,853.32,850,1.014544519131672
2021-11-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,891.43,850,1.041619112930209
2021-11-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,818.08,850,0.9514504213919309
2021-11-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,888.34,850,1.040649149283924
2021-11-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1505.96,1500,1.006092239891916
2021-11-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1510.94,1500,1.0009320458558373
2021-11-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1475.39,1500,0.9853518900077962
2021-11-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1503.44,1500,1.0000376861737268
2021-11-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1502.1,1500,1.0061089510947836
2021-11-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1488.61,1450,1.020112781480554
2021-11-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1383.3,1450,0.9542674668169251
2021-11-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1498.69,1450,1.0276871327955763
2021-11-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1496.17,1450,1.0301136500141372
2021-11-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1500.46,1450,1.029634868460449
2021-12-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,858.46,820,1.0373127729479712
2021-12-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,855.55,820,1.03718716772225
2021-12-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,784.9,820,0.9679015306945722
2021-12-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,790.79,820,0.9745256872941188
2021-12-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,851.01,820,1.0447869371451588
2021-12-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1386.94,1450,0.9559654347398285
2021-12-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1512.92,1450,1.0453614442283545
2021-12-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1400.79,1450,0.9597051030455019
2021-12-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1461.29,1450,1.0042402116470894
2021-12-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1406.76,1450,0.9770624765764879
2021-12-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,824.35,850,0.9796222208002872
2021-12-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,802.98,850,0.9560217518355922
2021-12-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,825.32,850,0.9758876439124765
2021-12-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,848.28,850,0.9958981819979928
2021-12-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,830.03,850,0.975036006547964
2021-12-01,4,Tomate,Vegetales,0,Kilogramo,San Jose,San Jose,Carmen,1444.36,1500,0.9694492401918458
2021-12-01,4,Tomate,Vegetales,0,Kilogramo,Alajuela,Alajuela,Alajuela,1442.08,1500,0.9632379424865619
2021-12-01,4,Tomate,Vegetales,0,Kilogramo,Cartago,Cartago,Oriental,1535.11,1500,1.0211426287433716
2021-12-01,4,Tomate,Vegetales,0,Kilogramo,Heredia,Heredia,Heredia,1456.17,1500,0.9707942257601873
2021-12-01,4,Tomate,Vegetales,0,Kilogramo,Limon,Limon,Limon,1490.69,1500,1.0001461372474107
2021-12-01,5,Aceite vegetal,Grasas,1,Mililitros,San Jose,San Jose,Carmen,1451.57,1450,0.9961725814811921
2021-12-01,5,Aceite vegetal,Grasas,1,Mililitros,Alajuela,Alajuela,Alajuela,1469.82,1450,1.0127019633703562
2021-12-01,5,Aceite vegetal,Grasas,1,Mililitros,Cartago,Cartago,Oriental,1396.3,1450,0.9652146143270421
2021-12-01,5,Aceite vegetal,Grasas,1,Mililitros,Heredia,Heredia,Heredia,1529.36,1450,1.0495840609406215
2021-12-01,5,Aceite vegetal,Grasas,1,Mililitros,Limon,Limon,Limon,1458.69,1450,1.011710213010385
2022-01-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,San Jose,San Jose,Carmen,804.89,820,0.9815777340663357
2022-01-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Alajuela,Alajuela,Alajuela,815.87,820,0.99476352018099
2022-01-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Cartago,Cartago,Oriental,838.5,820,1.013111920783775
2022-01-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Heredia,Heredia,Heredia,802.66,820,0.9734855502094207
2022-01-01,1,Arroz grano entero 80%,Cereales,0,Kilogramo,Limon,Limon,Limon,794.64,820,0.9648216543750153
2022-01-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,San Jose,San Jose,Carmen,1381.56,1450,0.9574506674742792
2022-01-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Alajuela,Alajuela,Alajuela,1515.89,1450,1.0443721785564641
2022-01-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Cartago,Cartago,Oriental,1380.7,1450,0.9522377197986083
2022-01-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Heredia,Heredia,Heredia,1432.71,1450,0.987632710202048
2022-01-01,2,Frijoles negros primera calidad,Leguminosas,0,Gramos,Limon,Limon,Limon,1412.35,1450,0.9701815208005516
2022-01-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,San Jose,San Jose,Carmen,860.61,850,1.0142446399880196
2022-01-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Alajuela,Alajuela,Alajuela,844.05,850,0.9837448537792092
2022-01-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Cartago,Cartago,Oriental,843.68,850,1.0015567198557256
2022-01-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Heredia,Heredia,Heredia,830.42,850,0.9877161028099313
2022-01-01,3,Leche fluida corta duracion,Lacteos,0,Mililitros,Limon,Limon,Limon,841.99,850,0.9826255304655294
